,Bureau of Meteorology station number,Rainfall amount (millimetres),Maximum temperature (Degree C),Minimum temperature (Degree C),Date,Temperature Range
4994,9225,1,16.8,7.3,4/09/2006,9.5
4995,9225,0.8,17.2,4.7,5/09/2006,12.5
4996,9225,0,18.3,8.8,6/09/2006,9.5
4997,9225,0,17.7,11.3,7/09/2006,6.4
4998,9225,0.2,17.8,11.8,8/09/2006,6
4999,9225,0.2,24.4,11.4,9/09/2006,13
5000,9225,13.2,22.4,15.4,10/09/2006,7
5001,9225,22,18.6,15.2,11/09/2006,3.4
5002,9225,10.2,17.3,12.3,12/09/2006,5
5003,9225,0.2,21.4,3.8,13/09/2006,17.6
5004,9225,0,27.1,7.4,14/09/2006,19.7
5005,9225,0,26.6,10.4,15/09/2006,16.2
5006,9225,0,22,11.7,16/09/2006,10.3
5007,9225,4.2,20.5,14.1,17/09/2006,6.4
5008,9225,4.6,19.2,10.3,18/09/2006,8.9
5009,9225,2,19.4,10.4,19/09/2006,9
5010,9225,3.8,19.6,12.8,20/09/2006,6.8
5011,9225,4.6,20.5,14.3,21/09/2006,6.2
5012,9225,1.4,18.6,12.5,22/09/2006,6.1
5013,9225,0,19.5,15,23/09/2006,4.5
5014,9225,0,20.4,7.7,24/09/2006,12.7
5015,9225,0,20.2,8.1,25/09/2006,12.1
5016,9225,0,20.1,9.3,26/09/2006,10.8
5017,9225,0,20.9,6.3,27/09/2006,14.6
5018,9225,0,25,6.5,28/09/2006,18.5
5019,9225,0,30.5,8.9,29/09/2006,21.6
5020,9225,3.2,21.3,14.1,30/09/2006,7.2
5021,9225,0.2,21.6,9.8,1/10/2006,11.8
5022,9225,0,24.5,7.8,2/10/2006,16.7
5023,9225,1.2,20.3,14.5,3/10/2006,5.8
5024,9225,5.2,19.6,14.5,4/10/2006,5.1
5025,9225,0,25.6,5.4,5/10/2006,20.2
5026,9225,0,22.7,6.8,6/10/2006,15.9
5027,9225,0,23.4,12.5,7/10/2006,10.9
5028,9225,0,24.2,10.7,8/10/2006,13.5
5029,9225,0,27.3,9.9,9/10/2006,17.4
5030,9225,0,24.7,9.9,10/10/2006,14.8
5031,9225,2.8,17.8,14,11/10/2006,3.8
5032,9225,6.6,19.9,12.3,12/10/2006,7.6
5033,9225,2.4,19.8,12,13/10/2006,7.8
5034,9225,0.2,22.8,8.7,14/10/2006,14.1
5035,9225,0,26.4,9.8,15/10/2006,16.6
5036,9225,0,19.6,8.8,16/10/2006,10.8
5037,9225,0,19.7,7.2,17/10/2006,12.5
5038,9225,0,23.9,8.1,18/10/2006,15.8
5039,9225,0,28.6,13.3,19/10/2006,15.3
5040,9225,0,31.1,13.5,20/10/2006,17.6
5041,9225,0,29.8,20.2,21/10/2006,9.6
5042,9225,0,21.6,18,22/10/2006,3.6
5043,9225,0,22.1,15.4,23/10/2006,6.7
5044,9225,0,25.6,13.3,24/10/2006,12.3
5045,9225,0,25,12.2,25/10/2006,12.8
5046,9225,0,26.6,12.2,26/10/2006,14.4
5047,9225,0,28.7,14.4,27/10/2006,14.3
5048,9225,0,31.9,15.3,28/10/2006,16.6
5049,9225,0,21.4,15.4,29/10/2006,6
5050,9225,0,23.9,12.1,30/10/2006,11.8
5051,9225,0,25.6,12,31/10/2006,13.6
5052,9225,0,21.9,14.6,1/11/2006,7.3
5053,9225,0,23.9,10.7,2/11/2006,13.2
5054,9225,0,29.8,10.9,3/11/2006,18.9
5055,9225,0,25.1,18.4,4/11/2006,6.7
5056,9225,1,31.2,16.7,5/11/2006,14.5
5057,9225,0,31.9,19,6/11/2006,12.9
5058,9225,0,26,18.8,7/11/2006,7.2
5059,9225,0,27,14.8,8/11/2006,12.2
5060,9225,0,26.9,15.3,9/11/2006,11.6
5061,9225,4.6,22.3,16.2,10/11/2006,6.1
5062,9225,0.8,22,15.6,11/11/2006,6.4
5063,9225,0.2,24.9,12.3,12/11/2006,12.6
5064,9225,0,34.2,15.9,13/11/2006,18.3
5065,9225,0,33.9,18.8,14/11/2006,15.1
5066,9225,0,29.4,17.8,15/11/2006,11.6
5067,9225,0,24.7,18,16/11/2006,6.7
5068,9225,0.2,24.6,16.2,17/11/2006,8.4
5069,9225,0,29.2,14.5,18/11/2006,14.7
5070,9225,0,24.8,14,19/11/2006,10.8
5071,9225,1.4,23.9,14.6,20/11/2006,9.3
5072,9225,0,27.2,11.2,21/11/2006,16
5073,9225,0,32.4,15.2,22/11/2006,17.2
5074,9225,0,29.9,16,23/11/2006,13.9
5075,9225,0,26.9,16.2,24/11/2006,10.7
5076,9225,0,31.1,16.7,25/11/2006,14.4
5077,9225,0,35.7,16.5,26/11/2006,19.2
5078,9225,0,26.8,16.1,27/11/2006,10.7
5079,9225,0,28.4,18.1,28/11/2006,10.3
5080,9225,7,22.7,12.8,29/11/2006,9.9
5081,9225,1,22.2,16.2,30/11/2006,6
5082,9225,0.6,24.7,9.7,1/12/2006,15
5083,9225,0,30,14,2/12/2006,16
5084,9225,0,33.5,15.4,3/12/2006,18.1
5085,9225,0,25.7,15.6,4/12/2006,10.1
5086,9225,0,26.1,13.9,5/12/2006,12.2
5087,9225,0,31.6,12.6,6/12/2006,19
5088,9225,0,24.2,17.9,7/12/2006,6.3
5089,9225,4.6,21.5,16.2,8/12/2006,5.3
5090,9225,0,23.3,12.1,9/12/2006,11.2
5091,9225,0,29.7,14.6,10/12/2006,15.1
5092,9225,0,32.8,15.9,11/12/2006,16.9
5093,9225,0,35.8,18.8,12/12/2006,17
5094,9225,0,26.5,17.6,13/12/2006,8.9
5095,9225,0,28.7,15.6,14/12/2006,13.1
5096,9225,0,32.6,14,15/12/2006,18.6
5097,9225,0,38.8,14.8,16/12/2006,24
5098,9225,0,33,20.3,17/12/2006,12.7
5099,9225,0,31.2,20.7,18/12/2006,10.5
5100,9225,0,29.9,22.4,19/12/2006,7.5
5101,9225,0,25.9,19.6,20/12/2006,6.3
5102,9225,0,26.9,19.3,21/12/2006,7.6
5103,9225,0,31.1,16.3,22/12/2006,14.8
5104,9225,0,33.9,16.5,23/12/2006,17.4
5105,9225,0,33.9,16.6,24/12/2006,17.3
5106,9225,0,35.1,18.1,25/12/2006,17
5107,9225,0,36.5,16.2,26/12/2006,20.3
5108,9225,0,38.2,17.3,27/12/2006,20.9
5109,9225,0,31.4,16.4,28/12/2006,15
5110,9225,0,26.2,18,29/12/2006,8.2
5111,9225,0,28.1,16.1,30/12/2006,12
5112,9225,0,36,16.9,31/12/2006,19.1
5113,9225,0,26.5,17.8,1/01/2007,8.7
5114,9225,0,24.7,16.9,2/01/2007,7.8
5115,9225,13.6,19.7,12.3,3/01/2007,7.4
5116,9225,0,23.3,14,4/01/2007,9.3
5117,9225,0,24.1,12,5/01/2007,12.1
5118,9225,0,25.6,14.2,6/01/2007,11.4
5119,9225,0,32.4,14.6,7/01/2007,17.8
5120,9225,0,27.3,15.4,8/01/2007,11.9
5121,9225,0,24.8,17.3,9/01/2007,7.5
5122,9225,2.4,24.8,16.9,10/01/2007,7.9
5123,9225,2.8,23.5,15.1,11/01/2007,8.4
5124,9225,0.2,28.6,11.5,12/01/2007,17.1
5125,9225,0,35.5,14.3,13/01/2007,21.2
5126,9225,0,38.4,18.1,14/01/2007,20.3
5127,9225,0,24.8,20.2,15/01/2007,4.6
5128,9225,0,24.3,11.6,16/01/2007,12.7
5129,9225,0,26.3,14.2,17/01/2007,12.1
5130,9225,0,24.2,15.4,18/01/2007,8.8
5131,9225,0,23.4,13.7,19/01/2007,9.7
5132,9225,0,25.6,14.1,20/01/2007,11.5
5133,9225,0,34,12.5,21/01/2007,21.5
5134,9225,0,31.6,17.5,22/01/2007,14.1
5135,9225,0,28.6,15.9,23/01/2007,12.7
5136,9225,0,30.6,16.8,24/01/2007,13.8
5137,9225,0,38.8,20.6,25/01/2007,18.2
5138,9225,0,41.2,21.5,26/01/2007,19.7
5139,9225,0,40.9,23.2,27/01/2007,17.7
5140,9225,0,41.6,23.9,28/01/2007,17.7
5141,9225,0,34.8,24.4,29/01/2007,10.4
5142,9225,0.2,26.5,20.8,30/01/2007,5.7
5143,9225,0,27.2,18.5,31/01/2007,8.7
5144,9225,0,29.3,16.7,1/02/2007,12.6
5145,9225,0,39.2,19.4,2/02/2007,19.8
5146,9225,0,40.1,22.2,3/02/2007,17.9
5147,9225,0,29.7,20.9,4/02/2007,8.8
5148,9225,0,32,16.4,5/02/2007,15.6
5149,9225,0,32.8,17.1,6/02/2007,15.7
5150,9225,0,36,18.5,7/02/2007,17.5
5151,9225,0,26.4,19.1,8/02/2007,7.3
5152,9225,0,32.2,17.4,9/02/2007,14.8
5153,9225,0,24.6,19.4,10/02/2007,5.2
5154,9225,0,28.5,13.3,11/02/2007,15.2
5155,9225,0,26.1,18.8,12/02/2007,7.3
5156,9225,0,29.2,14.8,13/02/2007,14.4
5157,9225,0,27.5,14.1,14/02/2007,13.4
5158,9225,0,25.6,16.9,15/02/2007,8.7
5159,9225,0.6,24.1,12.8,16/02/2007,11.3
5160,9225,0,23.5,15.1,17/02/2007,8.4
5161,9225,2.2,25.7,11.8,18/02/2007,13.9
5162,9225,0,26.7,14.1,19/02/2007,12.6
5163,9225,0,33.1,16.4,20/02/2007,16.7
5164,9225,0,33.3,15.5,21/02/2007,17.8
5165,9225,0,29.7,17.2,22/02/2007,12.5
5166,9225,0,33.6,17.4,23/02/2007,16.2
5167,9225,0,34.9,19.9,24/02/2007,15
5168,9225,0,36,21.8,25/02/2007,14.2
5169,9225,0,32.1,25.1,26/02/2007,7
5170,9225,0.2,29,22,27/02/2007,7
5171,9225,0.4,22.9,19.7,28/02/2007,3.2
5172,9225,1.8,22.8,16.7,1/03/2007,6.1
5173,9225,2.2,24.6,17.3,2/03/2007,7.3
5174,9225,1,28.2,16,3/03/2007,12.2
5175,9225,0,35.4,16.6,4/03/2007,18.8
5176,9225,0,40.4,19.5,5/03/2007,20.9
5177,9225,0,42,23.6,6/03/2007,18.4
5178,9225,0,42.4,18.6,7/03/2007,23.8
5179,9225,0,37.6,19.8,8/03/2007,17.8
5180,9225,0,23.9,18.4,9/03/2007,5.5
5181,9225,0,27.3,12.3,10/03/2007,15
5182,9225,0,29.9,14.7,11/03/2007,15.2
5183,9225,0,31.7,16.6,12/03/2007,15.1
5184,9225,0,32.8,19.3,13/03/2007,13.5
5185,9225,0,29.8,17.3,14/03/2007,12.5
5186,9225,0,27.7,18.1,15/03/2007,9.6
5187,9225,0,33.2,17.9,16/03/2007,15.3
5188,9225,0,36.1,19.2,17/03/2007,16.9
5189,9225,0,36.6,18.9,18/03/2007,17.7
5190,9225,0,34.6,22.2,19/03/2007,12.4
5191,9225,0,33.7,19.9,20/03/2007,13.8
5192,9225,0,29.9,18,21/03/2007,11.9
5193,9225,0,25.1,15.8,22/03/2007,9.3
5194,9225,0.6,25.4,13.7,23/03/2007,11.7
5195,9225,0,28.3,12.8,24/03/2007,15.5
5196,9225,0,29.7,11.6,25/03/2007,18.1
5197,9225,0,23,10.7,26/03/2007,12.3
5198,9225,0.6,20.2,6.3,27/03/2007,13.9
5199,9225,0,22.4,6.9,28/03/2007,15.5
5200,9225,0,25.6,11.7,29/03/2007,13.9
5201,9225,0,31.7,10.4,30/03/2007,21.3
5202,9225,0,25,9.5,31/03/2007,15.5
5203,9225,0,24.2,12.7,1/04/2007,11.5
5204,9225,0,28.7,13.8,2/04/2007,14.9
5205,9225,0,33,16.6,3/04/2007,16.4
5206,9225,0,36,15.9,4/04/2007,20.1
5207,9225,0,30.7,16.1,5/04/2007,14.6
5208,9225,0,29.1,16.4,6/04/2007,12.7
5209,9225,0.2,27.4,15.1,7/04/2007,12.3
5210,9225,0,21.7,17.1,8/04/2007,4.6
5211,9225,1.8,21.8,6.5,9/04/2007,15.3
5212,9225,0,24,8.6,10/04/2007,15.4
5213,9225,0,26.7,11.7,11/04/2007,15
5214,9225,0,29.4,12.5,12/04/2007,16.9
5215,9225,0,25.5,12.1,13/04/2007,13.4
5216,9225,0,27.2,15.1,14/04/2007,12.1
5217,9225,0,23.9,17.6,15/04/2007,6.3
5218,9225,40.4,21.7,14.4,16/04/2007,7.3
5219,9225,0,22.9,9,17/04/2007,13.9
5220,9225,0.2,22.6,13.3,18/04/2007,9.3
5221,9225,0,21.6,9.1,19/04/2007,12.5
5222,9225,0,22.8,7.5,20/04/2007,15.3
5223,9225,0,24.8,9.5,21/04/2007,15.3
5224,9225,0,28,13.4,22/04/2007,14.6
5225,9225,0,24.2,13.4,23/04/2007,10.8
5226,9225,0,23.3,12.6,24/04/2007,10.7
5227,9225,8.6,20.4,13.8,25/04/2007,6.6
5228,9225,0,22.2,6.8,26/04/2007,15.4
5229,9225,0,23,6.9,27/04/2007,16.1
5230,9225,0,23.5,5.8,28/04/2007,17.7
5231,9225,0,22.8,12.5,29/04/2007,10.3
5232,9225,25.2,21.4,15,30/04/2007,6.4
5233,9225,13,20.6,16.5,1/05/2007,4.1
5234,9225,1.8,22,16.9,2/05/2007,5.1
5235,9225,0.8,21.2,13.6,3/05/2007,7.6
5236,9225,0.2,22.7,13.4,4/05/2007,9.3
5237,9225,2.2,22.9,14.6,5/05/2007,8.3
5238,9225,0.2,22.7,13.2,6/05/2007,9.5
5239,9225,0,21.5,8.4,7/05/2007,13.1
5240,9225,0,24,8.1,8/05/2007,15.9
5241,9225,0,26.2,6.2,9/05/2007,20
5242,9225,0,28.9,11.5,10/05/2007,17.4
5243,9225,0,26.8,12.2,11/05/2007,14.6
5244,9225,1.2,22.2,15.3,12/05/2007,6.9
5245,9225,0.4,19.7,11.6,13/05/2007,8.1
5246,9225,0,17.8,6.4,14/05/2007,11.4
5247,9225,0,18.9,4.1,15/05/2007,14.8
5248,9225,0,20.4,4.8,16/05/2007,15.6
5249,9225,0,21.1,4.6,17/05/2007,16.5
5250,9225,1.4,18.4,11.1,18/05/2007,7.3
5251,9225,0,18.8,11.6,19/05/2007,7.2
5252,9225,4.2,18.2,11.6,20/05/2007,6.6
5253,9225,0,18,4.8,21/05/2007,13.2
5254,9225,0,20,3.8,22/05/2007,16.2
5255,9225,0,21.4,10.4,23/05/2007,11
5256,9225,0,21.9,15.8,24/05/2007,6.1
5257,9225,0,22.3,14.8,25/05/2007,7.5
5258,9225,2.8,17.6,13.5,26/05/2007,4.1
5259,9225,1,19.1,11.5,27/05/2007,7.6
5260,9225,32.2,17.1,12.6,28/05/2007,4.5
5261,9225,0,18.5,8.1,29/05/2007,10.4
5262,9225,0,19.9,11.8,30/05/2007,8.1
5263,9225,0,22.2,5,31/05/2007,17.2
5264,9225,0,22.8,6.2,1/06/2007,16.6
5265,9225,0,23.4,5.6,2/06/2007,17.8
5266,9225,0,21.6,10.1,3/06/2007,11.5
5267,9225,0,17.3,7.9,4/06/2007,9.4
5268,9225,0,20.3,8.5,5/06/2007,11.8
5269,9225,0,18.2,12.5,6/06/2007,5.7
5270,9225,1.4,23.7,12.7,7/06/2007,11
5271,9225,2.6,20.2,12.4,8/06/2007,7.8
5272,9225,1.6,20.5,9.6,9/06/2007,10.9
5273,9225,0,19.7,5.5,10/06/2007,14.2
5274,9225,0,20.7,4.6,11/06/2007,16.1
5275,9225,0,24.5,9.1,12/06/2007,15.4
5276,9225,0,22.8,9.2,13/06/2007,13.6
5277,9225,3.6,19.8,11.7,14/06/2007,8.1
5278,9225,0,21.2,5.5,15/06/2007,15.7
5279,9225,0,17.9,10.1,16/06/2007,7.8
5280,9225,0,17.3,4,17/06/2007,13.3
5281,9225,0,17.9,4.2,18/06/2007,13.7
5282,9225,0,16.5,8.8,19/06/2007,7.7
5283,9225,0,15.8,8.3,20/06/2007,7.5
5284,9225,0,17.7,6.9,21/06/2007,10.8
5285,9225,0,17.9,3.8,22/06/2007,14.1
5286,9225,19.2,17.1,9.3,23/06/2007,7.8
5287,9225,8,18.2,7.7,24/06/2007,10.5
5288,9225,3.2,19.8,8.9,25/06/2007,10.9
5289,9225,0.2,21.2,6.4,26/06/2007,14.8
5290,9225,0,21.8,8.1,27/06/2007,13.7
5291,9225,13.4,21.2,12.3,28/06/2007,8.9
5292,9225,0.8,20.8,10.5,29/06/2007,10.3
5293,9225,6,19.6,14.3,30/06/2007,5.3
5294,9225,7.4,18,12.3,1/07/2007,5.7
5295,9225,27.8,19.6,14.3,2/07/2007,5.3
5296,9225,16.6,17.8,11.1,3/07/2007,6.7
5297,9225,1.8,18.9,13.8,4/07/2007,5.1
5298,9225,0,20.2,11,5/07/2007,9.2
5299,9225,0.8,20.7,10.4,6/07/2007,10.3
5300,9225,0,23.8,7.3,7/07/2007,16.5
5301,9225,0,21.4,12.5,8/07/2007,8.9
5302,9225,4.8,17.4,5.4,9/07/2007,12
5303,9225,0,18.6,4,10/07/2007,14.6
5304,9225,0,19.7,4.5,11/07/2007,15.2
5305,9225,0,23,11.4,12/07/2007,11.6
5306,9225,0,19.1,12.8,13/07/2007,6.3
5307,9225,0,20.2,9.2,14/07/2007,11
5308,9225,0,20.4,3.4,15/07/2007,17
5309,9225,0,18.4,6.2,16/07/2007,12.2
5310,9225,0,19.9,3.9,17/07/2007,16
5311,9225,0,23.7,5.7,18/07/2007,18
5312,9225,1.8,18.5,10,19/07/2007,8.5
5313,9225,21.4,19.8,13,20/07/2007,6.8
5314,9225,2.2,17.5,8.9,21/07/2007,8.6
5315,9225,10.8,18.4,12.7,22/07/2007,5.7
5316,9225,1,19.5,12.3,23/07/2007,7.2
5317,9225,17.4,16.9,11.6,24/07/2007,5.3
5318,9225,6,17.9,12.5,25/07/2007,5.4
5319,9225,4,19,9.9,26/07/2007,9.1
5320,9225,0.6,21.4,8,27/07/2007,13.4
5321,9225,13.2,18.9,12.8,28/07/2007,6.1
5322,9225,6.6,19.3,13.2,29/07/2007,6.1
5323,9225,19.2,18.8,14.1,30/07/2007,4.7
5324,9225,16,18.2,11.3,31/07/2007,6.9
5325,9225,5.6,17.3,12.4,1/08/2007,4.9
5326,9225,12.4,16,4.7,2/08/2007,11.3
5327,9225,0,18.8,8.3,3/08/2007,10.5
5328,9225,0,20.8,3.3,4/08/2007,17.5
5329,9225,0,22,6.3,5/08/2007,15.7
5330,9225,18.6,16.5,12.9,6/08/2007,3.6
5331,9225,8.4,18.4,9.8,7/08/2007,8.6
5332,9225,1,18.3,12.2,8/08/2007,6.1
5333,9225,0,20.5,11.1,9/08/2007,9.4
5334,9225,10.6,14.5,14,10/08/2007,0.5
5335,9225,23.6,16.8,6.7,11/08/2007,10.1
5336,9225,0,17.8,3.1,12/08/2007,14.7
5337,9225,0,18.7,3.1,13/08/2007,15.6
5338,9225,4.6,16.6,8.7,14/08/2007,7.9
5339,9225,0.4,17.6,5.6,15/08/2007,12
5340,9225,0.2,18.2,4.5,16/08/2007,13.7
5341,9225,0,20.7,3.3,17/08/2007,17.4
5342,9225,0,24.3,5.7,18/08/2007,18.6
5343,9225,0,19.4,9.9,19/08/2007,9.5
5344,9225,5.6,20.6,10.1,20/08/2007,10.5
5345,9225,1.4,22.3,9.9,21/08/2007,12.4
5346,9225,0.2,21.7,10.5,22/08/2007,11.2
5347,9225,11.2,19,14.5,23/08/2007,4.5
5348,9225,0,20,10.8,24/08/2007,9.2
5349,9225,0.2,21,10.4,25/08/2007,10.6
5350,9225,8.4,17.9,13.9,26/08/2007,4
5351,9225,2.8,17.4,12.2,27/08/2007,5.2
5352,9225,1.6,19.5,10.6,28/08/2007,8.9
5353,9225,2.6,21.1,13.9,29/08/2007,7.2
5354,9225,11.4,16.5,3.4,30/08/2007,13.1
5355,9225,0,19,6.9,31/08/2007,12.1
5356,9225,0,19.2,4.6,1/09/2007,14.6
5357,9225,0,19.7,6.5,2/09/2007,13.2
5358,9225,0,27.6,10.4,3/09/2007,17.2
5359,9225,0,21,13,4/09/2007,8
5360,9225,2.4,19.4,10.4,5/09/2007,9
5361,9225,0,22.1,7.3,6/09/2007,14.8
5362,9225,0,17.6,8,7/09/2007,9.6
5363,9225,21.4,18.4,6.6,8/09/2007,11.8
5364,9225,0.2,19.8,9,9/09/2007,10.8
5365,9225,0,23.5,4.3,10/09/2007,19.2
5366,9225,0,21.5,5.9,11/09/2007,15.6
5367,9225,23.6,17.8,11.7,12/09/2007,6.1
5368,9225,7.8,17.6,11,13/09/2007,6.6
5369,9225,0.2,17.8,8.8,14/09/2007,9
5370,9225,10,18.5,10.1,15/09/2007,8.4
5371,9225,0.4,20.5,11.7,16/09/2007,8.8
5372,9225,0,21.6,10,17/09/2007,11.6
5373,9225,4,19.5,14,18/09/2007,5.5
5374,9225,3.8,19.3,9.4,19/09/2007,9.9
5375,9225,0,21,9.6,20/09/2007,11.4
5376,9225,0,21.6,8.5,21/09/2007,13.1
5377,9225,3.4,19.1,14.4,22/09/2007,4.7
5378,9225,0,19.7,5.1,23/09/2007,14.6
5379,9225,7.8,18.2,12.9,24/09/2007,5.3
5380,9225,8.4,17.8,5.7,25/09/2007,12.1
5381,9225,1.2,20.1,12.2,26/09/2007,7.9
5382,9225,2.8,20.2,14.6,27/09/2007,5.6
5383,9225,3.2,21.2,13.4,28/09/2007,7.8
5384,9225,0,22,8,29/09/2007,14
5385,9225,0,21.3,10.5,30/09/2007,10.8
5386,9225,0,20.2,10.4,1/10/2007,9.8
5387,9225,0,21.1,14.3,2/10/2007,6.8
5388,9225,0,22.6,6.6,3/10/2007,16
5389,9225,0,22,7.7,4/10/2007,14.3
5390,9225,0,24.6,11.1,5/10/2007,13.5
5391,9225,0,25.1,10.2,6/10/2007,14.9
5392,9225,0,24.1,9.4,7/10/2007,14.7
5393,9225,10.4,20.7,14.8,8/10/2007,5.9
5394,9225,10.8,18.5,14.8,9/10/2007,3.7
5395,9225,1.4,19.3,9.1,10/10/2007,10.2
5396,9225,0.2,22,7.7,11/10/2007,14.3
5397,9225,0,24.8,8,12/10/2007,16.8
5398,9225,0,29.4,9.1,13/10/2007,20.3
5399,9225,0,24.1,13.3,14/10/2007,10.8
5400,9225,0,26.2,14.5,15/10/2007,11.7
5401,9225,0,28.8,13.2,16/10/2007,15.6
5402,9225,0,21,16.4,17/10/2007,4.6
5403,9225,1,20.9,10.4,18/10/2007,10.5
5404,9225,0,27.1,7.9,19/10/2007,19.2
5405,9225,0,19.6,13,20/10/2007,6.6
5406,9225,1.2,21.3,11.4,21/10/2007,9.9
5407,9225,0,23.7,11.1,22/10/2007,12.6
5408,9225,0,26,10.3,23/10/2007,15.7
5409,9225,0,30.7,12.2,24/10/2007,18.5
5410,9225,0,26.4,11.5,25/10/2007,14.9
5411,9225,0,21.2,16.1,26/10/2007,5.1
5412,9225,12.4,16,8.1,27/10/2007,7.9
5413,9225,5,18.1,8.9,28/10/2007,9.2
5414,9225,0,19.5,4.7,29/10/2007,14.8
5415,9225,0,20.4,7,30/10/2007,13.4
5416,9225,0,21.6,8.3,31/10/2007,13.3
5417,9225,0,25.5,10.7,1/11/2007,14.8
5418,9225,0,23.9,10.9,2/11/2007,13
5419,9225,0,25.8,10.4,3/11/2007,15.4
5420,9225,0,29.9,12.9,4/11/2007,17
5421,9225,0,32,15,5/11/2007,17
5422,9225,0,23,15.9,6/11/2007,7.1
5423,9225,0,22.8,13.7,7/11/2007,9.1
5424,9225,0,24.5,14.3,8/11/2007,10.2
5425,9225,0,25.1,14,9/11/2007,11.1
5426,9225,0,30.9,14.7,10/11/2007,16.2
5427,9225,0,37,17.9,11/11/2007,19.1
5428,9225,0,39.8,21.6,12/11/2007,18.2
5429,9225,0,32,19.3,13/11/2007,12.7
5430,9225,0,30.6,15.8,14/11/2007,14.8
5431,9225,0,30.5,16.4,15/11/2007,14.1
5432,9225,0,28.8,14.7,16/11/2007,14.1
5433,9225,0,25.3,12.4,17/11/2007,12.9
5434,9225,1.2,22.4,15.7,18/11/2007,6.7
5435,9225,0.2,21,15.6,19/11/2007,5.4
5436,9225,0,22.2,9.1,20/11/2007,13.1
5437,9225,0,30.1,9.3,21/11/2007,20.8
5438,9225,0,35.2,11.2,22/11/2007,24
5439,9225,0,38.5,16.3,23/11/2007,22.2
5440,9225,0,31.7,14.1,24/11/2007,17.6
5441,9225,0,25.6,17.6,25/11/2007,8
5442,9225,0,28.7,14.8,26/11/2007,13.9
5443,9225,0,29.3,14.8,27/11/2007,14.5
5444,9225,0,35.2,16.8,28/11/2007,18.4
5445,9225,0,23.9,18.4,29/11/2007,5.5
5446,9225,3.8,22.3,15.3,30/11/2007,7
5447,9225,1.2,22.1,15.4,1/12/2007,6.7
5448,9225,0.2,22.5,10.5,2/12/2007,12
5449,9225,0,24.4,12,3/12/2007,12.4
5450,9225,0,25.4,12.7,4/12/2007,12.7
5451,9225,0,21.6,16.3,5/12/2007,5.3
5452,9225,4,20.1,9,6/12/2007,11.1
5453,9225,0,22.8,7.9,7/12/2007,14.9
5454,9225,0,25,13.2,8/12/2007,11.8
5455,9225,0,29.4,11.8,9/12/2007,17.6
5456,9225,0,34.9,14.6,10/12/2007,20.3
5457,9225,0,31.8,20.4,11/12/2007,11.4
5458,9225,3.8,26.4,13.4,12/12/2007,13
5459,9225,0,24.3,13.4,13/12/2007,10.9
5460,9225,0,26.7,15.3,14/12/2007,11.4
5461,9225,0,21.8,15.7,15/12/2007,6.1
5462,9225,1.4,20.9,16.3,16/12/2007,4.6
5463,9225,1.6,23.1,16,17/12/2007,7.1
5464,9225,5.8,24.3,16.7,18/12/2007,7.6
5465,9225,0,24.7,14.7,19/12/2007,10
5466,9225,0,24.6,14.9,20/12/2007,9.7
5467,9225,0,24.1,13,21/12/2007,11.1
5468,9225,0,27.4,14.3,22/12/2007,13.1
5469,9225,0,34.2,18,23/12/2007,16.2
5470,9225,0,35.9,18.9,24/12/2007,17
5471,9225,0,40.7,18.4,25/12/2007,22.3
5472,9225,0,44.2,20,26/12/2007,24.2
5473,9225,0,33.9,21.4,27/12/2007,12.5
5474,9225,0,29.7,18.2,28/12/2007,11.5
5475,9225,0,34.1,16.2,29/12/2007,17.9
5476,9225,0,27.3,16.5,30/12/2007,10.8
5477,9225,0,30,15.6,31/12/2007,14.4
5478,9225,0,33,15.9,1/01/2008,17.1
5479,9225,0,37.4,19.4,2/01/2008,18
5480,9225,0,41.9,23.5,3/01/2008,18.4
5481,9225,0,30,21.8,4/01/2008,8.2
5482,9225,0,27.8,15.9,5/01/2008,11.9
5483,9225,0,30.9,17.4,6/01/2008,13.5
5484,9225,0,39.2,20.4,7/01/2008,18.8
5485,9225,0,34.9,22.8,8/01/2008,12.1
5486,9225,0,25.4,19.8,9/01/2008,5.6
5487,9225,0,24.3,17.3,10/01/2008,7
5488,9225,0,26.3,13.1,11/01/2008,13.2
5489,9225,0,26.7,13.9,12/01/2008,12.8
5490,9225,0,32.9,17.7,13/01/2008,15.2
5491,9225,0,30.5,16.3,14/01/2008,14.2
5492,9225,0,34,16.6,15/01/2008,17.4
5493,9225,0,37.2,17.8,16/01/2008,19.4
5494,9225,0,41.3,21.7,17/01/2008,19.6
5495,9225,0,26.3,21.1,18/01/2008,5.2
5496,9225,0,30.8,19.5,19/01/2008,11.3
5497,9225,0,32.4,18.8,20/01/2008,13.6
5498,9225,0,32.4,18.9,21/01/2008,13.5
5499,9225,0,34.6,18,22/01/2008,16.6
5500,9225,0,35.9,18.8,23/01/2008,17.1
5501,9225,0,38.5,20.9,24/01/2008,17.6
5502,9225,0,37.3,19.5,25/01/2008,17.8
5503,9225,0,33.6,22,26/01/2008,11.6
5504,9225,0,33.3,21.1,27/01/2008,12.2
5505,9225,0,30.3,20.9,28/01/2008,9.4
5506,9225,0,31.6,17.7,29/01/2008,13.9
5507,9225,0,32.5,18.5,30/01/2008,14
5508,9225,0,32.7,17.5,31/01/2008,15.2
5509,9225,0,35.4,19.4,1/02/2008,16
5510,9225,0,37.3,21.4,2/02/2008,15.9
