,Bureau of Meteorology station number,Rainfall amount (millimetres),Maximum temperature (Degree C),Minimum temperature (Degree C),Date,Temperature Range
3356,9225,0,27.9,13.7,11/03/2002,14.2
3357,9225,0,36.4,13.6,12/03/2002,22.8
3358,9225,0,26.1,18.5,13/03/2002,7.6
3359,9225,0,35,15.1,14/03/2002,19.9
3360,9225,0.4,31.5,21.6,15/03/2002,9.9
3361,9225,0.2,25.5,17.8,16/03/2002,7.7
3362,9225,0,24.1,15.5,17/03/2002,8.6
3363,9225,0.4,24.2,15,18/03/2002,9.2
3364,9225,0,28.5,10.9,19/03/2002,17.6
3365,9225,0,29,12.8,20/03/2002,16.2
3366,9225,0,28.3,15.3,21/03/2002,13
3367,9225,0.8,24.6,15.5,22/03/2002,9.1
3368,9225,0.2,24.4,13.5,23/03/2002,10.9
3369,9225,0,24.2,11.8,24/03/2002,12.4
3370,9225,0,29.4,13.6,25/03/2002,15.8
3371,9225,0,31.4,15.9,26/03/2002,15.5
3372,9225,0,30.8,17.2,27/03/2002,13.6
3373,9225,0,30.3,15.7,28/03/2002,14.6
3374,9225,0,35.1,16.5,29/03/2002,18.6
3375,9225,0,28.3,19,30/03/2002,9.3
3376,9225,0.6,25.8,18.5,31/03/2002,7.3
3377,9225,0,25,13.3,1/04/2002,11.7
3378,9225,0,25.2,15.4,2/04/2002,9.8
3379,9225,0,23.5,13.7,3/04/2002,9.8
3380,9225,0,24.3,13.1,4/04/2002,11.2
3381,9225,0,26.2,11.3,5/04/2002,14.9
3382,9225,0,29.8,10.3,6/04/2002,19.5
3383,9225,1.8,24,12.4,7/04/2002,11.6
3384,9225,0.2,23.7,16.1,8/04/2002,7.6
3385,9225,1.2,23.8,15.4,9/04/2002,8.4
3386,9225,0.2,24.2,12.4,10/04/2002,11.8
3387,9225,0,24.1,9.4,11/04/2002,14.7
3388,9225,0,26,12.6,12/04/2002,13.4
3389,9225,0,29.6,16.2,13/04/2002,13.4
3390,9225,0,28.4,17,14/04/2002,11.4
3391,9225,0,27.3,18.2,15/04/2002,9.1
3392,9225,7.6,23.5,18.8,16/04/2002,4.7
3393,9225,69.6,22.3,16.3,17/04/2002,6
3394,9225,6.8,22.1,16.8,18/04/2002,5.3
3395,9225,0.2,25,13.3,19/04/2002,11.7
3396,9225,0,27.5,15.7,20/04/2002,11.8
3397,9225,0,24,14.3,21/04/2002,9.7
3398,9225,0.4,22.6,14.3,22/04/2002,8.3
3399,9225,7.4,21.3,12.8,23/04/2002,8.5
3400,9225,0,22.8,11.1,24/04/2002,11.7
3401,9225,0,24.6,10.3,25/04/2002,14.3
3402,9225,0.6,21.3,13,26/04/2002,8.3
3403,9225,0,22.5,7.9,27/04/2002,14.6
3404,9225,0,20.9,11.3,28/04/2002,9.6
3405,9225,0,27.4,13.2,29/04/2002,14.2
3406,9225,0,31,17.3,30/04/2002,13.7
3407,9225,0.4,34.3,15.9,1/05/2002,18.4
3408,9225,0.6,29.2,18,2/05/2002,11.2
3409,9225,2.2,23.1,19.2,3/05/2002,3.9
3410,9225,0.6,24,11.8,4/05/2002,12.2
3411,9225,0,28,11.7,5/05/2002,16.3
3412,9225,20.8,20.2,17,6/05/2002,3.2
3413,9225,4.4,21.3,15.1,7/05/2002,6.2
3414,9225,10.6,21.7,16,8/05/2002,5.7
3415,9225,6.2,22.7,12.5,9/05/2002,10.2
3416,9225,1.8,23,14.8,10/05/2002,8.2
3417,9225,15,18.6,14.6,11/05/2002,4
3418,9225,0.8,19.4,9.5,12/05/2002,9.9
3419,9225,0.4,19.4,6.9,13/05/2002,12.5
3420,9225,1.8,21.8,11.2,14/05/2002,10.6
3421,9225,0.2,22.4,9.7,15/05/2002,12.7
3422,9225,0,22.3,10.3,16/05/2002,12
3423,9225,0,20.3,13.3,17/05/2002,7
3424,9225,0,21.4,6.7,18/05/2002,14.7
3425,9225,0,23.3,9.7,19/05/2002,13.6
3426,9225,0,21,8.2,20/05/2002,12.8
3427,9225,0.4,19,10.2,21/05/2002,8.8
3428,9225,0,20.6,4.5,22/05/2002,16.1
3429,9225,0,22.9,5,23/05/2002,17.9
3430,9225,4.2,20.2,13,24/05/2002,7.2
3431,9225,0,24.2,6.1,25/05/2002,18.1
3432,9225,0,29,12,26/05/2002,17
3433,9225,0,23.6,11.3,27/05/2002,12.3
3434,9225,0,21.2,11.5,28/05/2002,9.7
3435,9225,0,20.5,7.5,29/05/2002,13
3436,9225,0,25.8,5.7,30/05/2002,20.1
3437,9225,0,26.7,6.2,31/05/2002,20.5
3438,9225,0,21,8.6,1/06/2002,12.4
3439,9225,3.8,18.7,14.4,2/06/2002,4.3
3440,9225,16.2,20.7,14.4,3/06/2002,6.3
3441,9225,53,18.9,12.6,4/06/2002,6.3
3442,9225,17,16.9,9.3,5/06/2002,7.6
3443,9225,12.2,18.3,10.5,6/06/2002,7.8
3444,9225,4.4,17.4,10.3,7/06/2002,7.1
3445,9225,0,18.4,7.3,8/06/2002,11.1
3446,9225,0,19.9,3.9,9/06/2002,16
3447,9225,0,21.8,4,10/06/2002,17.8
3448,9225,0,20.2,11.1,11/06/2002,9.1
3449,9225,0.2,20.3,8.3,12/06/2002,12
3450,9225,6.4,19.5,11,13/06/2002,8.5
3451,9225,8.2,18.4,13.8,14/06/2002,4.6
3452,9225,6.2,17.3,11.6,15/06/2002,5.7
3453,9225,0,17.7,5.7,16/06/2002,12
3454,9225,0,22.8,9.2,17/06/2002,13.6
3455,9225,0,19.5,12.1,18/06/2002,7.4
3456,9225,12.2,16.2,13.9,19/06/2002,2.3
3457,9225,1,17.8,4,20/06/2002,13.8
3458,9225,0,15.6,8.8,21/06/2002,6.8
3459,9225,9.2,17.4,5.5,22/06/2002,11.9
3460,9225,0,19.4,4.9,23/06/2002,14.5
3461,9225,0,20.3,8.9,24/06/2002,11.4
3462,9225,0.6,20.4,7.9,25/06/2002,12.5
3463,9225,2.4,20.5,12.3,26/06/2002,8.2
3464,9225,0.4,17.8,10.4,27/06/2002,7.4
3465,9225,0,23.8,12.4,28/06/2002,11.4
3466,9225,30.4,18.8,14.1,29/06/2002,4.7
3467,9225,0,20.4,6.8,30/06/2002,13.6
3468,9225,7.8,18,12.1,1/07/2002,5.9
3469,9225,6.6,18.7,10.7,2/07/2002,8
3470,9225,0,19.8,9.8,3/07/2002,10
3471,9225,2.4,21.2,13.8,4/07/2002,7.4
3472,9225,5.8,18.4,8.3,5/07/2002,10.1
3473,9225,0,21.2,4,6/07/2002,17.2
3474,9225,5.2,18.6,10,7/07/2002,8.6
3475,9225,6.6,17.8,12.4,8/07/2002,5.4
3476,9225,1.6,18,6.7,9/07/2002,11.3
3477,9225,4.6,19.4,10.4,10/07/2002,9
3478,9225,7.6,17.4,11,11/07/2002,6.4
3479,9225,12.2,14.5,8.9,12/07/2002,5.6
3480,9225,4,15.9,5.3,13/07/2002,10.6
3481,9225,4.4,18.7,10.2,14/07/2002,8.5
3482,9225,7.2,18.9,12,15/07/2002,6.9
3483,9225,0,20.5,7,16/07/2002,13.5
3484,9225,0,24.5,8,17/07/2002,16.5
3485,9225,0,17.8,13,18/07/2002,4.8
3486,9225,18.2,18.4,9.2,19/07/2002,9.2
3487,9225,0,21.1,9.8,20/07/2002,11.3
3488,9225,0,19.9,12.9,21/07/2002,7
3489,9225,0,19.1,9.1,22/07/2002,10
3490,9225,0,20.5,5,23/07/2002,15.5
3491,9225,5.4,17.4,10.7,24/07/2002,6.7
3492,9225,9.2,18.4,13.4,25/07/2002,5
3493,9225,2.8,18.8,13.5,26/07/2002,5.3
3494,9225,2.6,14.6,9.6,27/07/2002,5
3495,9225,0,16.4,0.9,28/07/2002,15.5
3496,9225,0,20.1,2.9,29/07/2002,17.2
3497,9225,4.6,19.5,8.7,30/07/2002,10.8
3498,9225,1,16.9,8.9,31/07/2002,8
3499,9225,2.6,17.1,8.9,1/08/2002,8.2
3500,9225,0,17,9,2/08/2002,8
3501,9225,0.2,16.8,9.6,3/08/2002,7.2
3502,9225,6,16.2,11.9,4/08/2002,4.3
3503,9225,7.8,16.8,9.9,5/08/2002,6.9
3504,9225,2.2,18.6,11,6/08/2002,7.6
3505,9225,0,21.5,8.2,7/08/2002,13.3
3506,9225,0,20.8,6.6,8/08/2002,14.2
3507,9225,15.8,17.3,12,9/08/2002,5.3
3508,9225,7.4,15.7,9.2,10/08/2002,6.5
3509,9225,0.4,15.6,5,11/08/2002,10.6
3510,9225,0,17.3,2.2,12/08/2002,15.1
3511,9225,0,18.9,1.4,13/08/2002,17.5
3512,9225,0,20.4,2.4,14/08/2002,18
3513,9225,6.8,15.3,8.4,15/08/2002,6.9
3514,9225,0,17.7,6.4,16/08/2002,11.3
3515,9225,0,19.1,6.2,17/08/2002,12.9
3516,9225,0,21.4,5,18/08/2002,16.4
3517,9225,0,20.4,3.7,19/08/2002,16.7
3518,9225,0,20.3,4.6,20/08/2002,15.7
3519,9225,0,20.1,6.2,21/08/2002,13.9
3520,9225,0,18.8,5.4,22/08/2002,13.4
3521,9225,0,19.3,4.1,23/08/2002,15.2
3522,9225,0,25.3,3.3,24/08/2002,22
3523,9225,7.2,18.7,12.7,25/08/2002,6
3524,9225,4.8,18.9,11.7,26/08/2002,7.2
3525,9225,9.2,17.1,7.6,27/08/2002,9.5
3526,9225,0,18.5,4.4,28/08/2002,14.1
3527,9225,0,18,6.5,29/08/2002,11.5
3528,9225,6.6,18.5,6.4,30/08/2002,12.1
3529,9225,4.2,19.7,10.8,31/08/2002,8.9
3530,9225,34.4,15.9,13.7,1/09/2002,2.2
3531,9225,7.2,17.6,11.7,2/09/2002,5.9
3532,9225,2.6,18.5,13.4,3/09/2002,5.1
3533,9225,0,17.3,9.8,4/09/2002,7.5
3534,9225,1.4,17.1,12,5/09/2002,5.1
3535,9225,0.2,18.7,12.6,6/09/2002,6.1
3536,9225,0,20.2,6.4,7/09/2002,13.8
3537,9225,0,19.1,4.8,8/09/2002,14.3
3538,9225,0,20.8,5.5,9/09/2002,15.3
3539,9225,0,24.1,6.7,10/09/2002,17.4
3540,9225,0,18.3,10.2,11/09/2002,8.1
3541,9225,0.4,20.1,8.9,12/09/2002,11.2
3542,9225,0.8,21.6,12.3,13/09/2002,9.3
3543,9225,0.4,21,11.2,14/09/2002,9.8
3544,9225,30,15.2,8.1,15/09/2002,7.1
3545,9225,0,17.1,2,16/09/2002,15.1
3546,9225,0,20.8,6,17/09/2002,14.8
3547,9225,0,25.1,5.2,18/09/2002,19.9
3548,9225,0,20.2,9.4,19/09/2002,10.8
3549,9225,0,20.8,12.8,20/09/2002,8
3550,9225,0,19,12.5,21/09/2002,6.5
3551,9225,0,19.6,12.2,22/09/2002,7.4
3552,9225,2.4,16.7,11.7,23/09/2002,5
3553,9225,4,17.1,10.5,24/09/2002,6.6
3554,9225,0.8,17.7,3.5,25/09/2002,14.2
3555,9225,1,19,8.3,26/09/2002,10.7
3556,9225,0,20.8,6,27/09/2002,14.8
3557,9225,0,24.3,7.9,28/09/2002,16.4
3558,9225,0,27,6.8,29/09/2002,20.2
3559,9225,0,22.1,6.4,30/09/2002,15.7
3560,9225,0,17.5,10.7,1/10/2002,6.8
3561,9225,0,19.8,5.7,2/10/2002,14.1
3562,9225,0,23.3,9.1,3/10/2002,14.2
3563,9225,0,29.1,10.1,4/10/2002,19
3564,9225,10.8,17.9,11,5/10/2002,6.9
3565,9225,14.6,16.8,11.3,6/10/2002,5.5
3566,9225,1.8,17.3,11.6,7/10/2002,5.7
3567,9225,0,19.1,11.9,8/10/2002,7.2
3568,9225,0,22.3,5.4,9/10/2002,16.9
3569,9225,0,19.7,6.9,10/10/2002,12.8
3570,9225,0,19.1,13.6,11/10/2002,5.5
3571,9225,0.2,20.4,7.5,12/10/2002,12.9
3572,9225,0,23.6,7.6,13/10/2002,16
3573,9225,0,22.1,9.6,14/10/2002,12.5
3574,9225,0,22.5,9.3,15/10/2002,13.2
3575,9225,0,23.3,15.2,16/10/2002,8.1
3576,9225,0,22.9,17.9,17/10/2002,5
3577,9225,8.2,20.3,13.1,18/10/2002,7.2
3578,9225,0.4,21.5,8.6,19/10/2002,12.9
3579,9225,0,23,11.2,20/10/2002,11.8
3580,9225,0,23.8,9,21/10/2002,14.8
3581,9225,0,31.2,13.4,22/10/2002,17.8
3582,9225,0,22.6,18,23/10/2002,4.6
3583,9225,0,22.5,14.3,24/10/2002,8.2
3584,9225,0,26.8,12.9,25/10/2002,13.9
3585,9225,0,30.7,14.7,26/10/2002,16
3586,9225,0,21.2,16.6,27/10/2002,4.6
3587,9225,5.8,20.9,14.7,28/10/2002,6.2
3588,9225,0.4,22.1,12.9,29/10/2002,9.2
3589,9225,0,26.3,12.1,30/10/2002,14.2
3590,9225,0,20.4,12,31/10/2002,8.4
3591,9225,22.8,17.7,9.6,1/11/2002,8.1
3592,9225,1,20.7,11,2/11/2002,9.7
3593,9225,0,26.5,7.5,3/11/2002,19
3594,9225,0,26.7,12.4,4/11/2002,14.3
3595,9225,0,25.7,11.9,5/11/2002,13.8
3596,9225,0,22.2,13.9,6/11/2002,8.3
3597,9225,0,23.9,10.9,7/11/2002,13
3598,9225,0,28.9,11.7,8/11/2002,17.2
3599,9225,0,32.8,14.8,9/11/2002,18
3600,9225,0,30.1,16.9,10/11/2002,13.2
3601,9225,0,21.6,16.2,11/11/2002,5.4
3602,9225,0,22.9,10.1,12/11/2002,12.8
3603,9225,0,29.5,9.4,13/11/2002,20.1
3604,9225,0,37.9,14,14/11/2002,23.9
3605,9225,0,28.1,21.4,15/11/2002,6.7
3606,9225,0,21.6,15,16/11/2002,6.6
3607,9225,0,25.5,12.9,17/11/2002,12.6
3608,9225,0,24.1,14.1,18/11/2002,10
3609,9225,0,27.4,11.8,19/11/2002,15.6
3610,9225,0,30.1,13.1,20/11/2002,17
3611,9225,0,32,16.5,21/11/2002,15.5
3612,9225,2,28.7,21.2,22/11/2002,7.5
3613,9225,0,24.8,18.1,23/11/2002,6.7
3614,9225,0,22.5,13,24/11/2002,9.5
3615,9225,0,23.4,13.2,25/11/2002,10.2
3616,9225,0,28.4,12.6,26/11/2002,15.8
3617,9225,0,33.3,12.9,27/11/2002,20.4
3618,9225,0,26.1,16.8,28/11/2002,9.3
3619,9225,0,28.4,14.9,29/11/2002,13.5
3620,9225,0,27.2,12.6,30/11/2002,14.6
3621,9225,0,20.8,14.1,1/12/2002,6.7
3622,9225,0,20.3,8.4,2/12/2002,11.9
3623,9225,0,24.1,11.3,3/12/2002,12.8
3624,9225,0,29.8,11.4,4/12/2002,18.4
3625,9225,0.2,32,15.9,5/12/2002,16.1
3626,9225,0.2,31,17.8,6/12/2002,13.2
3627,9225,0,27.9,16.4,7/12/2002,11.5
3628,9225,0,27.8,15,8/12/2002,12.8
3629,9225,0,29.4,13.3,9/12/2002,16.1
3630,9225,0,34.4,16.9,10/12/2002,17.5
3631,9225,0,39.3,17.6,11/12/2002,21.7
3632,9225,0,38.6,17.7,12/12/2002,20.9
3633,9225,0,24.7,17.4,13/12/2002,7.3
3634,9225,0,24.7,14.2,14/12/2002,10.5
3635,9225,0,25.8,14.2,15/12/2002,11.6
3636,9225,0,27.2,16.7,16/12/2002,10.5
3637,9225,0,30.2,16,17/12/2002,14.2
3638,9225,0,35.6,18.6,18/12/2002,17
3639,9225,0,40.2,21.2,19/12/2002,19
3640,9225,0,40.7,24.7,20/12/2002,16
3641,9225,0,30.8,20.1,21/12/2002,10.7
3642,9225,0,37.7,18.7,22/12/2002,19
3643,9225,0,37.2,25,23/12/2002,12.2
3644,9225,0,34.8,25,24/12/2002,9.8
3645,9225,0,33.2,22,25/12/2002,11.2
3646,9225,0,34,22.4,26/12/2002,11.6
3647,9225,0,28,22.2,27/12/2002,5.8
3648,9225,0,27,20.9,28/12/2002,6.1
3649,9225,0.6,23.4,18.1,29/12/2002,5.3
3650,9225,2.8,25.1,12.9,30/12/2002,12.2
3651,9225,0,26.9,13.5,31/12/2002,13.4
3652,9225,0,33.1,13.1,1/01/2003,20
3653,9225,0,36.4,18.4,2/01/2003,18
3654,9225,0,38.1,18.6,3/01/2003,19.5
3655,9225,0,26,20.1,4/01/2003,5.9
3656,9225,0,26.9,18.6,5/01/2003,8.3
3657,9225,0,29.6,18.1,6/01/2003,11.5
3658,9225,0,34,18,7/01/2003,16
3659,9225,0,35.8,15.7,8/01/2003,20.1
3660,9225,0,37.9,21.5,9/01/2003,16.4
3661,9225,0,36.5,22.1,10/01/2003,14.4
3662,9225,0,25.7,18.8,11/01/2003,6.9
3663,9225,0.4,22,17.8,12/01/2003,4.2
3664,9225,0,29.4,13,13/01/2003,16.4
3665,9225,0,32.3,15.1,14/01/2003,17.2
3666,9225,0,35.7,16.6,15/01/2003,19.1
3667,9225,0,35,16.4,16/01/2003,18.6
3668,9225,0,28.4,19,17/01/2003,9.4
3669,9225,0,32.2,17.8,18/01/2003,14.4
3670,9225,0,25.8,19.1,19/01/2003,6.7
3671,9225,0.2,27.9,12.7,20/01/2003,15.2
3672,9225,0,36.6,15.8,21/01/2003,20.8
3673,9225,0,29.9,17.9,22/01/2003,12
3674,9225,0,25.1,18.3,23/01/2003,6.8
3675,9225,0.6,24,17.4,24/01/2003,6.6
3676,9225,0.2,25.4,12.6,25/01/2003,12.8
3677,9225,0,34.9,15.6,26/01/2003,19.3
3678,9225,0,36.6,19.2,27/01/2003,17.4
3679,9225,0,31.2,20.4,28/01/2003,10.8
3680,9225,0,23.2,15.8,29/01/2003,7.4
3681,9225,0,28.3,13.7,30/01/2003,14.6
3682,9225,0,33.7,14.9,31/01/2003,18.8
3683,9225,0,35.6,17,1/02/2003,18.6
3684,9225,9.8,22.2,19.7,2/02/2003,2.5
3685,9225,0.2,23.2,10.3,3/02/2003,12.9
3686,9225,0,26.3,12,4/02/2003,14.3
3687,9225,0,34,14.6,5/02/2003,19.4
3688,9225,0,29.2,16,6/02/2003,13.2
3689,9225,0,36.2,17.7,7/02/2003,18.5
3690,9225,0,39.7,21.6,8/02/2003,18.1
3691,9225,0,41,24.4,9/02/2003,16.6
3692,9225,0,33.6,20.7,10/02/2003,12.9
3693,9225,0,25.2,20.6,11/02/2003,4.6
3694,9225,0,28.2,18.5,12/02/2003,9.7
3695,9225,0,31.7,19.6,13/02/2003,12.1
3696,9225,0,31.7,19.8,14/02/2003,11.9
3697,9225,0,30.6,19,15/02/2003,11.6
3698,9225,0,27.8,21.5,16/02/2003,6.3
3699,9225,0.6,28.6,17.1,17/02/2003,11.5
3700,9225,0,28.9,18.3,18/02/2003,10.6
3701,9225,0,27.9,19.9,19/02/2003,8
3702,9225,0,27.4,17.7,20/02/2003,9.7
3703,9225,0,34,18.9,21/02/2003,15.1
3704,9225,0.4,26.5,21.1,22/02/2003,5.4
3705,9225,0,29.1,15.4,23/02/2003,13.7
3706,9225,0,31.8,13.5,24/02/2003,18.3
3707,9225,0,33.8,17.6,25/02/2003,16.2
3708,9225,0,33.3,18.5,26/02/2003,14.8
3709,9225,0,29.8,17.9,27/02/2003,11.9
3710,9225,0,30,15.3,28/02/2003,14.7
3711,9225,0,30.1,17.2,1/03/2003,12.9
3712,9225,0,31.5,17.8,2/03/2003,13.7
3713,9225,0,31.7,17.6,3/03/2003,14.1
3714,9225,0,32.1,17.6,4/03/2003,14.5
3715,9225,0,33.1,18.1,5/03/2003,15
3716,9225,0,34.7,15.1,6/03/2003,19.6
3717,9225,0,38.1,20.4,7/03/2003,17.7
3718,9225,0,40,24.5,8/03/2003,15.5
3719,9225,4.2,40.8,21.7,9/03/2003,19.1
3720,9225,0,42,21.2,10/03/2003,20.8
3721,9225,0,30.3,21.7,11/03/2003,8.6
3722,9225,0.4,29.3,19.1,12/03/2003,10.2
3723,9225,0,33.1,18.4,13/03/2003,14.7
3724,9225,0,33.6,19.7,14/03/2003,13.9
3725,9225,0,28.2,17,15/03/2003,11.2
3726,9225,0,25.7,16.9,16/03/2003,8.8
3727,9225,0,23.4,14.9,17/03/2003,8.5
3728,9225,0.2,23.5,15.4,18/03/2003,8.1
3729,9225,0,26.7,13.2,19/03/2003,13.5
3730,9225,0,33.7,14.8,20/03/2003,18.9
3731,9225,10.8,33.4,17.2,21/03/2003,16.2
3732,9225,0.6,27.9,19.6,22/03/2003,8.3
3733,9225,0,25.2,15.1,23/03/2003,10.1
3734,9225,0,22.8,14.1,24/03/2003,8.7
3735,9225,0,26.6,10.3,25/03/2003,16.3
3736,9225,0,27.5,13.1,26/03/2003,14.4
3737,9225,0,30.3,14.8,27/03/2003,15.5
3738,9225,0,26.8,16.8,28/03/2003,10
3739,9225,0,26,17.2,29/03/2003,8.8
3740,9225,39,21.8,17.6,30/03/2003,4.2
3741,9225,6.2,24.7,13.5,31/03/2003,11.2
3742,9225,0,23.7,16.6,1/04/2003,7.1
3743,9225,0,29.2,15,2/04/2003,14.2
3744,9225,0,31.9,17.7,3/04/2003,14.2
3745,9225,0,32.6,19.6,4/04/2003,13
3746,9225,0,29.8,20.6,5/04/2003,9.2
3747,9225,0,26.2,16.7,6/04/2003,9.5
3748,9225,0,24.3,14.6,7/04/2003,9.7
3749,9225,0,25.2,12.2,8/04/2003,13
3750,9225,0,29.1,16,9/04/2003,13.1
3751,9225,0,24.5,15.6,10/04/2003,8.9
3752,9225,10.4,22.2,16,11/04/2003,6.2
3753,9225,27,20.3,11.2,12/04/2003,9.1
3754,9225,4.6,20.5,9.3,13/04/2003,11.2
3755,9225,0,21.5,11.5,14/04/2003,10
3756,9225,0,25.5,10.7,15/04/2003,14.8
3757,9225,0,26.6,13.2,16/04/2003,13.4
3758,9225,0,25.8,14.8,17/04/2003,11
3759,9225,0.4,24.3,14.3,18/04/2003,10
3760,9225,0,27.2,15.7,19/04/2003,11.5
3761,9225,0,29.2,15.5,20/04/2003,13.7
3762,9225,0,26.2,17.3,21/04/2003,8.9
3763,9225,1,33,18.6,22/04/2003,14.4
3764,9225,0,26.4,17.9,23/04/2003,8.5
3765,9225,0.8,20.2,19.1,24/04/2003,1.1
3766,9225,3,23.9,11.6,25/04/2003,12.3
3767,9225,1.8,20.8,10.8,26/04/2003,10
3768,9225,0,20.2,7.5,27/04/2003,12.7
3769,9225,0,22.5,5.7,28/04/2003,16.8
3770,9225,0,24.9,7.7,29/04/2003,17.2
3771,9225,0,29.6,14.3,30/04/2003,15.3
3772,9225,0,32.7,17.6,1/05/2003,15.1
3773,9225,0,30.3,11.5,2/05/2003,18.8
3774,9225,0,29.1,9.5,3/05/2003,19.6
3775,9225,0,27.5,10.6,4/05/2003,16.9
3776,9225,0,29.6,14.5,5/05/2003,15.1
3777,9225,0,29.7,17,6/05/2003,12.7
3778,9225,0,25.2,12.3,7/05/2003,12.9
3779,9225,0,22.6,14.7,8/05/2003,7.9
3780,9225,2.4,23.1,14.6,9/05/2003,8.5
3781,9225,0,25.2,9.9,10/05/2003,15.3
3782,9225,0,27.2,10.2,11/05/2003,17
3783,9225,5.8,20.3,17.3,12/05/2003,3
3784,9225,6.2,22.3,14.6,13/05/2003,7.7
3785,9225,0,23.9,15.9,14/05/2003,8
3786,9225,4,21.2,14.7,15/05/2003,6.5
3787,9225,16.8,21.6,15.4,16/05/2003,6.2
3788,9225,19.6,18.2,14.5,17/05/2003,3.7
3789,9225,6.2,19,11.5,18/05/2003,7.5
3790,9225,0.2,18.3,4.8,19/05/2003,13.5
3791,9225,0,23.8,7.5,20/05/2003,16.3
3792,9225,15,21.8,15.8,21/05/2003,6
3793,9225,7.2,21.3,13.6,22/05/2003,7.7
3794,9225,0.6,22.6,10.5,23/05/2003,12.1
3795,9225,0,22.9,6.4,24/05/2003,16.5
3796,9225,0,24.3,7.9,25/05/2003,16.4
3797,9225,0,25.9,12.8,26/05/2003,13.1
3798,9225,0,24.2,15.4,27/05/2003,8.8
3799,9225,0,25.8,9.2,28/05/2003,16.6
3800,9225,0,25.1,8.4,29/05/2003,16.7
3801,9225,4,20.3,16,30/05/2003,4.3
3802,9225,4.6,17.9,9.4,31/05/2003,8.5
3803,9225,3.2,19.9,9.6,1/06/2003,10.3
3804,9225,13.2,16.8,12,2/06/2003,4.8
3805,9225,6,17.3,10.5,3/06/2003,6.8
3806,9225,3,17.4,10.3,4/06/2003,7.1
3807,9225,6.6,18.3,8,5/06/2003,10.3
3808,9225,7.6,18.7,9.7,6/06/2003,9
3809,9225,0,20.2,5.3,7/06/2003,14.9
3810,9225,0,20,3.4,8/06/2003,16.6
3811,9225,0,20.9,2.7,9/06/2003,18.2
3812,9225,2.6,17.1,7.6,10/06/2003,9.5
3813,9225,2,15.8,7.5,11/06/2003,8.3
3814,9225,0,16.8,2.1,12/06/2003,14.7
3815,9225,0,18,4.6,13/06/2003,13.4
3816,9225,0,18.1,1.6,14/06/2003,16.5
3817,9225,0,18.6,4.4,15/06/2003,14.2
3818,9225,0,19.6,7.5,16/06/2003,12.1
3819,9225,0,21.8,3.7,17/06/2003,18.1
3820,9225,0,22.1,3.6,18/06/2003,18.5
3821,9225,0,21.3,1.2,19/06/2003,20.1
3822,9225,0,21.2,2.5,20/06/2003,18.7
3823,9225,0,20.9,4.5,21/06/2003,16.4
3824,9225,2.4,17.8,10.6,22/06/2003,7.2
3825,9225,20.6,21.5,11.6,23/06/2003,9.9
3826,9225,0,22.9,11.4,24/06/2003,11.5
3827,9225,20,21.8,15.2,25/06/2003,6.6
3828,9225,27.4,19.9,14.3,26/06/2003,5.6
3829,9225,9.6,19.4,11.8,27/06/2003,7.6
3830,9225,6.2,16.9,12.9,28/06/2003,4
3831,9225,9.6,13.9,8.6,29/06/2003,5.3
3832,9225,33.4,17.4,6.6,30/06/2003,10.8
3833,9225,8.8,17.2,6.8,1/07/2003,10.4
3834,9225,1,19.1,8.9,2/07/2003,10.2
3835,9225,11,19.8,12.9,3/07/2003,6.9
3836,9225,4,19.3,11.3,4/07/2003,8
3837,9225,14.8,18.1,12.5,5/07/2003,5.6
3838,9225,7,17.5,12.5,6/07/2003,5
3839,9225,0.4,18.8,7,7/07/2003,11.8
3840,9225,0,19,9.7,8/07/2003,9.3
3841,9225,8.2,17.5,13.3,9/07/2003,4.2
3842,9225,18.2,20.4,14.2,10/07/2003,6.2
3843,9225,14.4,15.7,9.8,11/07/2003,5.9
3844,9225,0,17.9,5.9,12/07/2003,12
3845,9225,0,20.6,4.4,13/07/2003,16.2
3846,9225,19,12.5,11.5,14/07/2003,1
3847,9225,9.4,15.6,2.6,15/07/2003,13
3848,9225,0,16.1,4.2,16/07/2003,11.9
3849,9225,0,16.8,2.1,17/07/2003,14.7
3850,9225,0,18.2,2,18/07/2003,16.2
3851,9225,0,19.9,1.2,19/07/2003,18.7
3852,9225,4.6,16,6.8,20/07/2003,9.2
3853,9225,0,17.1,7.7,21/07/2003,9.4
3854,9225,4,15.2,11.4,22/07/2003,3.8
3855,9225,0,15.4,5.6,23/07/2003,9.8
3856,9225,0,17.2,9.7,24/07/2003,7.5
3857,9225,0,17.8,4,25/07/2003,13.8
3858,9225,0.4,18.9,6.2,26/07/2003,12.7
3859,9225,5,18,9.9,27/07/2003,8.1
3860,9225,0.6,18.5,10,28/07/2003,8.5
3861,9225,0,19.4,8.9,29/07/2003,10.5
3862,9225,14.2,19.3,13.4,30/07/2003,5.9
3863,9225,1,18.9,11.7,31/07/2003,7.2
3864,9225,8.2,19.6,12.8,1/08/2003,6.8
3865,9225,0,19.4,9.8,2/08/2003,9.6
3866,9225,23.2,16.3,13.2,3/08/2003,3.1
3867,9225,1.4,15.8,10.7,4/08/2003,5.1
3868,9225,8.4,16.9,8.6,5/08/2003,8.3
3869,9225,0,18.2,5.3,6/08/2003,12.9
3870,9225,0.2,18.2,6.1,7/08/2003,12.1
3871,9225,0,19.7,4.1,8/08/2003,15.6
3872,9225,0,18.6,2.9,9/08/2003,15.7
